DATE,SALES,COST_OF_SALES,QUANTITY_SOLD,PRICE_PER_UNIT,GROSS_PROFIT,GROSS_PROFIT_PERCENT,GROSS_PROFIT_PER_UNIT,TOTAL_REVENUE,AVG_UNIT_SALES_PRICE,SALES_STATUS,PROMOTION_PERIOD,LOSS_STATUS
26/8/2016,337900.17820,358772.25040,9908,34,-20872,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
26/9/2014,585463.99600,625980.93020,18036,32,-40517,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
26/9/2015,351319.63810,397626.58510,10528,33,-46307,0,-4,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
26/9/2016,67355.06118,60179.02085,1671,40,7176,0,4,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
27/1/2014,72353.42588,71377.15646,2117,34,976,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
27/1/2015,76992.93568,78614.45775,1870,41,-1622,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
27/1/2016,214452.24840,231730.23270,6265,34,-17278,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
27/10/2014,145185.26830,140651.93720,3949,37,4533,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
27/10/2015,117051.27720,122175.00030,3177,37,-5124,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
27/10/2016,53675.21828,48201.94098,1257,43,5473,0,4,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
27/11/2014,37776.65877,32719.68964,880,43,5057,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
27/11/2015,375876.01340,431325.68670,11257,33,-55450,0,-5,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
27/12/2014,110162.13200,112383.55920,2676,41,-2221,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
27/12/2015,69522.83697,64616.07665,1692,41,4907,0,3,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
27/2/2014,344299.68240,365935.65300,11082,31,-21636,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
27/2/2015,307540.67520,324997.33650,8156,38,-17457,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
27/2/2016,215951.50790,210032.78810,5609,39,5919,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
27/3/2014,119452.33960,118186.57500,3543,34,1266,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
27/3/2015,354191.35100,386464.65130,9386,38,-32273,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
27/3/2016,58359.83218,57681.56988,1466,40,678,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
27/4/2014,124964.79650,123042.15900,3592,35,1923,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
27/4/2015,194028.06180,204053.49890,5014,39,-10025,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
27/4/2016,313434.93330,337931.11700,9182,34,-24496,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
27/5/2014,226132.46390,234496.51280,7023,32,-8364,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
27/5/2015,243554.22430,262251.08010,6453,38,-18697,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
27/5/2016,364087.42430,386499.89640,10624,34,-22412,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
27/6/2014,131721.23830,127302.42710,3759,35,4419,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
27/6/2015,369245.75870,392017.97350,9770,38,-22772,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
27/6/2016,253702.22300,274426.08030,7593,33,-20724,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
27/7/2014,266305.92590,277238.01040,8207,32,-10932,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
27/7/2015,86842.86136,90242.79410,2242,39,-3400,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
27/7/2016,67780.72889,58196.14599,1611,42,9585,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
27/8/2014,274712.25330,304334.78460,8909,31,-29623,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
27/8/2015,228731.86550,252845.44560,6675,34,-24114,0,-4,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
27/8/2016,355069.54010,376755.56450,10393,34,-21686,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
27/9/2014,617019.09150,661010.59130,19017,32,-43991,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
27/9/2015,163289.93670,185404.04400,4895,33,-22114,0,-5,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
27/9/2016,58941.79283,52812.78251,1462,40,6129,0,4,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
28/1/2014,50415.90376,49769.09824,1476,34,647,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
28/1/2015,59897.71588,61194.18026,1455,41,-1296,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
28/1/2016,195767.97360,210639.84820,5723,34,-14872,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
28/10/2014,89527.55663,87067.05132,2435,37,2461,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
28/10/2015,159299.98910,174699.07670,4532,35,-15399,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
28/10/2016,102606.32700,92657.69953,2405,43,9949,0,4,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
28/11/2014,46818.20532,40652.57641,1096,43,6166,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
28/11/2015,434639.65900,498895.61860,13019,33,-64256,0,-5,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
28/12/2014,69051.33709,70482.71780,1677,41,-1431,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
28/12/2015,133021.27280,123500.78780,3234,41,9520,0,3,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
28/2/2014,661876.50000,686656.79100,20805,32,-24780,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
28/2/2015,350898.76350,375030.63550,9296,38,-24132,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
28/2/2016,134995.85450,129938.70580,3452,39,5057,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
28/3/2014,276174.76930,271550.89560,8130,34,4624,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
28/3/2015,459484.66660,501362.57250,12181,38,-41878,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
28/3/2016,85605.33192,85022.38092,2162,40,583,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
28/4/2014,124175.80840,122516.06570,3576,35,1660,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
28/4/2015,190560.57920,200804.03680,4936,39,-10243,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
28/4/2016,257324.60310,276852.17990,7520,34,-19528,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
28/5/2014,243720.86800,252929.29470,7579,32,-9208,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
28/5/2015,217746.01290,234483.41700,5770,38,-16737,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
28/5/2016,397480.36950,421674.10190,11590,34,-24194,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
28/6/2014,146169.07660,141012.32940,4172,35,5157,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
28/6/2015,185648.49110,197095.10870,4914,38,-11447,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
28/6/2016,200616.07620,217104.57970,6007,33,-16489,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
28/7/2014,292634.74570,304508.37900,9018,32,-11874,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
28/7/2015,56976.78528,59094.07686,1474,39,-2117,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
28/7/2016,51907.94315,44544.63074,1234,42,7363,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
28/8/2014,258066.16940,287168.56610,8400,31,-29102,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
28/8/2015,387639.12000,426783.30220,11330,34,-39144,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
28/8/2016,153893.68520,163401.32920,4507,34,-9508,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
28/9/2014,283850.59710,304440.65150,8747,32,-20590,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
28/9/2015,190892.45900,216571.05950,5720,33,-25679,0,-4,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
28/9/2016,58796.78502,57168.56050,1581,37,1628,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
29/1/2014,67458.30189,66529.44200,1974,34,929,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
29/1/2015,57310.19404,58531.41099,1392,41,-1221,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
29/1/2016,397984.32930,437198.92960,11900,33,-39215,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
29/10/2014,81991.88284,80112.54801,2232,37,1879,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
29/10/2015,119047.40990,124349.26550,3231,37,-5302,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
29/10/2016,124988.15550,113187.84600,2929,43,11800,0,4,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
29/11/2014,88321.62555,79880.24368,2068,43,8441,0,4,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
29/11/2015,238637.81640,274093.57800,7139,33,-35456,0,-5,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
29/12/2014,133307.36900,136003.48250,3237,41,-2696,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
29/12/2015,161267.52060,175378.14590,4592,35,-14111,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
29/2/2016,163079.37800,160332.58940,4270,38,2747,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
29/3/2014,357369.26690,352250.83010,10518,34,5118,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
29/3/2015,224102.88850,244359.80750,5937,38,-20257,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
29/3/2016,84836.41434,84595.21793,2155,39,241,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
29/4/2014,131842.57160,130405.26390,3807,35,1437,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
29/4/2015,198985.39960,209483.87580,5150,39,-10498,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
29/4/2016,455554.33600,489215.06750,13321,34,-33661,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
29/5/2014,207429.42900,215118.84650,6448,32,-7689,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
29/5/2015,472160.75210,508265.14700,12507,38,-36104,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
29/5/2016,204028.17680,216777.31570,5959,34,-12749,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
29/6/2014,62073.58541,60083.86984,1772,35,1990,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
29/6/2015,165557.76180,175871.11090,4385,38,-10313,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
29/6/2016,211700.81320,229023.81070,6345,33,-17323,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
29/7/2014,212360.99310,221017.07310,6548,32,-8656,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
29/7/2015,53433.66803,55516.52556,1381,39,-2083,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
29/7/2016,93508.63389,80346.69413,2223,42,13162,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
29/8/2014,594007.21320,660937.80480,19317,31,-66931,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
29/8/2015,461188.00490,504578.18880,13484,34,-43390,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
29/8/2016,159625.74090,169479.10610,4672,34,-9853,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
29/9/2014,264317.11040,283912.96870,8147,32,-19596,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
29/9/2015,143082.13330,162929.01850,4288,33,-19847,0,-5,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
29/9/2016,57019.38967,55187.38391,1534,37,1832,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
3/1/2014,326906.07420,333806.29190,10084,32,-6900,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
3/1/2015,245813.28830,267734.72530,6371,39,-21921,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
3/1/2016,164527.53890,179308.94950,4694,35,-14781,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
3/10/2014,518693.52870,557939.36930,15986,32,-39246,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
3/10/2015,451100.06010,515549.38990,13508,33,-64449,0,-5,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
3/10/2016,142758.88110,126506.34470,3540,40,16253,0,5,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
3/11/2014,205368.92260,201281.23900,5581,37,4088,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
3/11/2015,192001.03460,201125.77550,5211,37,-9125,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
3/11/2016,97039.00987,89413.41597,2266,43,7626,0,3,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
3/12/2014,71590.36929,69654.93031,1784,40,1935,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
3/12/2015,201048.83050,219110.39320,5732,35,-18062,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
3/2/2014,143192.53340,140505.63470,4191,34,2687,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
3/2/2015,102072.44340,103634.96420,2479,41,-1563,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
3/2/2016,264159.30060,280392.27360,7712,34,-16233,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
3/3/2014,538827.20210,557567.13700,16884,32,-18740,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
3/3/2015,249380.56540,268761.83240,6611,38,-19381,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
3/3/2016,129719.05050,131961.93250,3364,39,-2243,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
3/4/2014,136001.97820,134523.06860,3997,34,1479,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
3/4/2015,510289.21560,554159.81940,13503,38,-43871,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
3/4/2016,90716.54789,95543.13365,2446,37,-4827,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
3/5/2014,131436.79240,127601.94470,3697,36,3835,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
3/5/2015,259541.60870,273280.04640,6721,39,-13738,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
3/5/2016,297500.67400,319786.35950,8717,34,-22286,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
3/6/2014,328217.77000,340913.59170,10223,32,-12696,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
3/6/2015,269835.82860,290492.10630,7148,38,-20656,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
3/6/2016,373959.36200,396324.17870,10896,34,-22365,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
3/7/2014,93450.53368,90927.08966,2667,35,2523,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
3/7/2015,268410.48070,284592.99470,7104,38,-16183,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
3/7/2016,242185.18070,261534.91200,7259,33,-19350,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
3/8/2014,307272.68370,319500.00950,9473,32,-12227,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
3/8/2015,81142.02785,83114.57681,2074,39,-1973,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
3/8/2016,48442.17148,41610.78394,1152,42,6831,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
3/9/2014,464067.79930,517180.54330,15100,31,-53113,0,-4,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
3/9/2015,271551.09510,293343.87400,7938,34,-21793,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
3/9/2016,369091.05540,391842.50140,10800,34,-22751,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
30/1/2014,64640.36931,63757.83987,1892,34,883,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
30/1/2015,134540.21450,137221.53750,3268,41,-2681,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
30/1/2016,512603.10350,561872.20600,15345,33,-49269,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
30/10/2014,69704.49111,68293.09639,1898,37,1411,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
30/10/2015,285081.97430,297627.69070,7731,37,-12546,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
30/10/2016,67521.03749,61233.71887,1582,43,6287,0,4,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
30/11/2014,101037.82780,93177.88470,2375,43,7860,0,3,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
30/11/2015,260653.66700,283981.15070,7423,35,-23327,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
30/12/2013,223937.96790,230079.62100,6827,33,-6142,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
30/12/2014,216389.50430,235723.76480,5607,39,-19334,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
30/12/2015,208583.21800,227060.26270,5945,35,-18477,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
30/3/2014,163865.49030,160525.42690,4791,34,3340,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
30/3/2015,215203.55880,234819.44740,5706,38,-19616,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
30/3/2016,64308.91422,68427.59467,1746,37,-4119,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
30/4/2014,154850.05730,150644.34820,4398,35,4206,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
30/4/2015,385482.87200,406252.00760,9986,39,-20769,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
30/4/2016,556865.20330,598925.66790,16276,34,-42060,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
30/5/2014,503149.43130,521651.08610,15637,32,-18502,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
30/5/2015,546135.46240,588250.18120,14475,38,-42115,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
30/5/2016,172797.93510,183715.80720,5048,34,-10918,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
30/6/2014,93619.84699,90294.37609,2672,35,3325,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
30/6/2015,212465.08320,225678.93450,5627,38,-13214,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
30/6/2016,282757.71140,305894.18010,8482,33,-23136,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
30/7/2014,198019.33210,205903.82490,6102,32,-7884,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
30/7/2015,55134.08182,57064.75070,1423,39,-1931,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
30/7/2016,95343.59551,81874.28886,2267,42,13469,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
30/8/2014,717096.71280,797788.89200,23310,31,-80692,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
30/8/2015,202249.67720,220152.18680,5913,34,-17903,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
30/8/2016,133961.96700,142299.91780,3924,34,-8338,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
30/9/2014,358024.98130,384823.43990,11036,32,-26798,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
30/9/2015,323548.78530,368434.88590,9693,33,-44886,0,-5,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
30/9/2016,155918.38260,151036.44550,4216,37,4882,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
31/1/2014,137693.87350,135609.50760,4030,34,2084,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
31/1/2015,200193.61200,203814.73640,4862,41,-3621,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
31/1/2016,218104.06690,238662.19210,6525,33,-20558,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
31/10/2014,166652.39480,163319.71650,4537,37,3333,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
31/10/2015,391656.21260,429832.83480,11148,35,-38177,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
31/10/2016,70020.59601,62316.15134,1639,43,7704,0,5,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
31/12/2013,300345.48460,306986.12050,9268,32,-6641,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
31/12/2014,365055.31200,398013.34830,9464,39,-32958,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
31/12/2015,325457.52500,353929.73840,9266,35,-28472,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
31/3/2014,190719.61450,187072.59520,5583,34,3647,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
31/3/2015,355534.91200,386988.91470,9421,38,-31454,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
31/3/2016,131168.48550,138589.10010,3554,37,-7421,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
31/5/2014,603748.78950,626259.38680,18775,32,-22511,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
31/5/2015,264637.36530,284828.65970,7009,38,-20191,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
31/5/2016,258970.65410,274386.01540,7542,34,-15415,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
31/7/2014,295508.32730,307222.39540,9108,32,-11714,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
31/7/2015,145033.61080,149876.87330,3740,39,-4843,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
31/7/2016,59514.99233,51145.40334,1415,42,8370,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
31/8/2014,358170.99630,398562.60740,11646,31,-40392,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
31/8/2015,332559.76500,361970.28590,9721,34,-29411,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
31/8/2016,236305.15640,250572.45340,6918,34,-14267,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
4/1/2014,307043.93540,313652.34830,9470,32,-6608,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
4/1/2015,178394.81200,194427.44800,4624,39,-16033,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
4/1/2016,274990.14650,299576.24140,7843,35,-24586,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
4/10/2014,656245.82840,705891.30030,20223,32,-49645,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
4/10/2015,202902.62490,232360.32720,6085,33,-29458,0,-5,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
4/10/2016,96620.98693,85491.83324,2397,40,11129,0,5,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
4/11/2014,99244.68185,90949.44225,2519,39,8295,0,3,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
4/11/2015,201367.78700,220579.99560,5731,35,-19212,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
4/11/2016,168349.26530,156675.59010,3938,43,11674,0,3,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
4/12/2014,54996.62169,54503.02855,1368,40,494,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
4/12/2015,317690.76090,345449.52990,9038,35,-27759,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
4/2/2014,130126.64990,128496.28770,3809,34,1630,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
4/2/2015,82514.10512,83232.39137,2005,41,-718,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
4/2/2016,197778.13370,209372.29220,5759,34,-11594,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
4/3/2014,310346.12130,323325.02990,9789,32,-12979,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
4/3/2015,258211.44420,278825.60670,6843,38,-20614,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
4/3/2016,142127.64210,144039.41370,3665,39,-1912,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
4/4/2014,190559.88750,187742.30000,5558,34,2818,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
4/4/2015,400302.03950,434872.72890,10600,38,-34571,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
4/4/2016,131638.01960,130700.18890,3345,39,938,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
4/5/2014,93082.04396,91601.50654,2642,35,1481,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
4/5/2015,320309.27440,336742.60240,8283,39,-16433,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
4/5/2016,285968.48780,305506.99820,8364,34,-19539,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
4/6/2014,286405.99880,296902.67250,8904,32,-10497,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
4/6/2015,201146.48930,216428.50040,5326,38,-15282,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
